statename,state,Year,Month,pop,laborforce_participation,Employed_prct,unemp_rate
Illinois,IL,1995,12,9068922,68.3,64.7,5.3
Indiana,IN,1995,12,4453852,70.1,66.9,4.6
Iowa,IA,1995,12,2185623,73,70.5,3.5
Kansas,KS,1995,12,1929851,69.7,66.9,4.1
Kentucky,KY,1995,12,2971584,62.4,59,5.4
Louisiana,LA,1995,12,3205533,61.1,57,6.8
Maine,ME,1995,12,958332,67.5,63.8,5.6
Maryland,MD,1995,12,3839376,70.7,67,5.2
Massachusetts,MA,1995,12,4763285,67.5,64.1,4.9
Michigan,MI,1995,12,7322383,65.7,62.5,4.9
Minnesota,MN,1995,12,3513324,74.7,71.9,3.8
Mississippi,MS,1995,12,2013336,62.6,58.6,6.3
Missouri,MO,1995,12,4068872,70.4,67.3,4.4
Montana,MT,1995,12,661571,67.4,63.6,5.7
Nebraska,NE,1995,12,1238550,73.4,71.4,2.7
Nevada,NV,1995,12,1251644,68.9,65.3,5.3
New Hampshire,NH,1995,12,886892,71.5,68.8,3.7
New Jersey,NJ,1995,12,6219833,66.5,62.3,6.4
New Mexico,NM,1995,12,1267281,63.5,59,7.1
New York,NY,1995,12,14212824,61,57.1,6.3
North Carolina,NC,1995,12,5657070,67.4,64.3,4.5
North Dakota,ND,1995,12,481183,71.6,69.4,3.1
Ohio,OH,1995,12,8502915,66,62.7,5.1
Oklahoma,OK,1995,12,2466593,63.3,60.5,4.4
Oregon,OR,1995,12,2472476,68.4,64.8,5.2
Pennsylvania,PA,1995,12,9394921,63.1,59.4,5.9
Rhode Island,RI,1995,12,786155,65,61.2,5.8
South Carolina,SC,1995,12,2831414,66,62.4,5.5
South Dakota,SD,1995,12,541396,72.1,69.8,3.1
Tennessee,TN,1995,12,4110845,66.6,63.2,5.2
Texas,TX,1995,12,13934297,69.2,64.9,6.1
Utah,UT,1995,12,1428286,71.6,69.2,3.3
Vermont,VT,1995,12,450755,71.5,68.4,4.3
Virginia,VA,1995,12,5015191,68.1,64.9,4.6
Washington,WA,1995,12,4153511,68.1,63.7,6.5
West Virginia,WV,1995,12,1436107,55,50.6,8
Wisconsin,WI,1995,12,3930795,73.9,71,3.8
Wyoming,WY,1995,12,360546,71.1,67.6,4.8
Alabama,AL,1996,1,3270552,63.2,59.8,5.4
Alaska,AK,1996,1,418371,73.5,67.8,7.7
Arizona,AZ,1996,1,3412217,66.2,62.6,5.4
Arkansas,AR,1996,1,1927059,64.7,61.4,5.1
California,CA,1996,1,23347682,65.5,60.4,7.7
Colorado,CO,1996,1,2934358,73.3,70.2,4.2
Connecticut,CT,1996,1,2554805,67.6,64,5.3
Delaware,DE,1996,1,560553,68.8,65.4,5
D.C.,DC,1996,1,454689,64.7,59.1,8.6
Florida,FL,1996,1,11462931,61.8,58.4,5.4
Georgia,GA,1996,1,5530794,67.3,64.2,4.6
Hawaii,HI,1996,1,872575,67.6,63.4,6.2
Idaho,ID,1996,1,869009,70,66.1,5.5
Illinois,IL,1996,1,9072171,68.4,64.7,5.3
Indiana,IN,1996,1,4457419,69.9,66.7,4.5
Iowa,IA,1996,1,2185951,73.1,70.5,3.5
Kansas,KS,1996,1,1931863,69.7,66.8,4.1
Kentucky,KY,1996,1,2973634,62.3,58.9,5.4
Louisiana,LA,1996,1,3207554,61.2,57,6.8
Maine,ME,1996,1,959309,67.6,63.9,5.5
Maryland,MD,1996,1,3842201,70.7,67,5.2
Massachusetts,MA,1996,1,4765275,67.5,64.2,4.9
Michigan,MI,1996,1,7327083,65.7,62.5,4.9
Minnesota,MN,1996,1,3517009,74.8,71.9,3.9
Mississippi,MS,1996,1,2015438,62.5,58.6,6.3
Missouri,MO,1996,1,4071453,70.5,67.3,4.5
Montana,MT,1996,1,662538,67.4,63.6,5.6
Nebraska,NE,1996,1,1239794,73.4,71.4,2.8
Nevada,NV,1996,1,1256570,68.9,65.3,5.3
New Hampshire,NH,1996,1,887988,71.4,68.7,3.8
New Jersey,NJ,1996,1,6223011,66.6,62.3,6.4
New Mexico,NM,1996,1,1269493,63.5,59,7.2
New York,NY,1996,1,14213904,61,57.2,6.3
North Carolina,NC,1996,1,5666557,67.5,64.4,4.6
North Dakota,ND,1996,1,481255,71.7,69.5,3.1
Ohio,OH,1996,1,8504845,66,62.7,5.1
Oklahoma,OK,1996,1,2468782,63.3,60.5,4.4
Oregon,OR,1996,1,2476746,68.5,64.9,5.4
Pennsylvania,PA,1996,1,9395531,63.2,59.4,5.9
Rhode Island,RI,1996,1,786643,65,61.3,5.8
South Carolina,SC,1996,1,2833392,66,62.4,5.5
South Dakota,SD,1996,1,542485,72,69.7,3.2
Tennessee,TN,1996,1,4116441,66.6,63.2,5.1
Texas,TX,1996,1,13952899,69.1,64.9,6.1
Utah,UT,1996,1,1431735,71.6,69.2,3.4
Vermont,VT,1996,1,450779,71.6,68.5,4.3
Virginia,VA,1996,1,5020318,67.8,64.8,4.5
Washington,WA,1996,1,4158754,68.2,63.8,6.4
West Virginia,WV,1996,1,1435984,55.1,50.7,8
Wisconsin,WI,1996,1,3934251,73.9,71.1,3.8
Wyoming,WY,1996,1,361568,70.9,67.5,4.8
Alabama,AL,1996,2,3272354,63.2,59.8,5.4
Alaska,AK,1996,2,419362,73.4,67.8,7.7
Arizona,AZ,1996,2,3421000,66.1,62.5,5.5
Arkansas,AR,1996,2,1928471,64.7,61.4,5.1
California,CA,1996,2,23357773,65.5,60.4,7.7
Colorado,CO,1996,2,2940335,73.2,70.1,4.3
Connecticut,CT,1996,2,2555268,67.7,64.1,5.3
Delaware,DE,1996,2,561629,68.7,65.3,5
D.C.,DC,1996,2,454055,64.4,58.8,8.6
Florida,FL,1996,2,11480286,61.7,58.4,5.3
Georgia,GA,1996,2,5540805,67.4,64.3,4.6
Hawaii,HI,1996,2,872706,67.7,63.5,6.3
Idaho,ID,1996,2,871009,69.9,66.1,5.5
Illinois,IL,1996,2,9076420,68.4,64.8,5.3
Indiana,IN,1996,2,4460987,69.8,66.6,4.5
Iowa,IA,1996,2,2186279,73.2,70.6,3.5
Kansas,KS,1996,2,1932874,69.7,66.8,4.2
Kentucky,KY,1996,2,2975684,62.3,58.9,5.4
Louisiana,LA,1996,2,3209576,61.3,57.1,6.8
Maine,ME,1996,2,959286,67.8,64.1,5.5
Maryland,MD,1996,2,3845026,70.7,67.1,5.2
Massachusetts,MA,1996,2,4767265,67.5,64.3,4.8
Michigan,MI,1996,2,7332783,65.8,62.6,4.9
Minnesota,MN,1996,2,3520694,74.8,71.9,4
Mississippi,MS,1996,2,2016540,62.5,58.6,6.3
Missouri,MO,1996,2,4075035,70.6,67.4,4.6
Montana,MT,1996,2,663504,67.4,63.7,5.6
Nebraska,NE,1996,2,1240038,73.5,71.4,2.8
Nevada,NV,1996,2,1261495,69,65.3,5.2
New Hampshire,NH,1996,2,889083,71.4,68.7,3.8
New Jersey,NJ,1996,2,6226189,66.7,62.4,6.4
New Mexico,NM,1996,2,1271705,63.5,58.9,7.2
New York,NY,1996,2,14214985,61.1,57.3,6.3
North Carolina,NC,1996,2,5675044,67.7,64.6,4.6
North Dakota,ND,1996,2,481327,71.7,69.6,3
Ohio,OH,1996,2,8506774,66,62.7,5.1
Oklahoma,OK,1996,2,2470970,63.4,60.6,4.3
Oregon,OR,1996,2,2481017,68.7,64.9,5.5
Pennsylvania,PA,1996,2,9397141,63.2,59.5,5.8
Rhode Island,RI,1996,2,787131,65.1,61.4,5.7
South Carolina,SC,1996,2,2836370,66.1,62.4,5.6
South Dakota,SD,1996,2,542574,72,69.7,3.2
Tennessee,TN,1996,2,4121036,66.6,63.2,5.1
Texas,TX,1996,2,13971500,69.1,64.9,6
Utah,UT,1996,2,1436183,71.5,69.1,3.4
Vermont,VT,1996,2,451803,71.5,68.4,4.3
Virginia,VA,1996,2,5025446,67.7,64.7,4.5
Washington,WA,1996,2,4163997,68.3,64,6.4
West Virginia,WV,1996,2,1435860,55.1,50.8,7.9
Wisconsin,WI,1996,2,3936706,74,71.2,3.8
Wyoming,WY,1996,2,361589,70.9,67.5,4.8
Alabama,AL,1996,3,3275156,63.2,59.8,5.4
Alaska,AK,1996,3,419353,73.6,67.9,7.7
Arizona,AZ,1996,3,3429784,66.1,62.4,5.5
Arkansas,AR,1996,3,1930883,64.6,61.3,5.2
California,CA,1996,3,23370865,65.5,60.5,7.6
Colorado,CO,1996,3,2946313,73.1,70,4.3
Connecticut,CT,1996,3,2555731,67.7,64.1,5.4
Delaware,DE,1996,3,562705,68.7,65.2,5
D.C.,DC,1996,3,454420,63.9,58.3,8.7
Florida,FL,1996,3,11499641,61.7,58.5,5.3
Georgia,GA,1996,3,5550816,67.5,64.4,4.6
Hawaii,HI,1996,3,873837,67.8,63.5,6.3
Idaho,ID,1996,3,873009,69.9,66.1,5.4
Illinois,IL,1996,3,9080669,68.5,64.8,5.4
Indiana,IN,1996,3,4464554,69.7,66.6,4.4
Iowa,IA,1996,3,2187608,73.3,70.7,3.6
Kansas,KS,1996,3,1933886,69.8,66.8,4.2
Kentucky,KY,1996,3,2977734,62.3,59,5.4
Louisiana,LA,1996,3,3211597,61.4,57.2,6.8
Maine,ME,1996,3,960262,67.9,64.2,5.4
Maryland,MD,1996,3,3847850,70.8,67.1,5.1
Massachusetts,MA,1996,3,4769255,67.5,64.4,4.7
Michigan,MI,1996,3,7338482,65.9,62.7,5
Minnesota,MN,1996,3,3525379,74.9,71.9,4
Mississippi,MS,1996,3,2018642,62.5,58.6,6.3
Missouri,MO,1996,3,4077617,70.8,67.5,4.7
Montana,MT,1996,3,664470,67.4,63.7,5.5
Nebraska,NE,1996,3,1241282,73.5,71.4,2.8
Nevada,NV,1996,3,1267421,69,65.4,5.2
New Hampshire,NH,1996,3,890179,71.4,68.6,3.8
New Jersey,NJ,1996,3,6229368,66.8,62.6,6.4
New Mexico,NM,1996,3,1273918,63.5,58.9,7.3
New York,NY,1996,3,14218066,61.3,57.4,6.3
North Carolina,NC,1996,3,5684531,67.9,64.8,4.5
North Dakota,ND,1996,3,482399,71.6,69.5,3
Ohio,OH,1996,3,8509703,66.1,62.7,5
Oklahoma,OK,1996,3,2473159,63.4,60.8,4.2
Oregon,OR,1996,3,2485287,68.8,65,5.6
Pennsylvania,PA,1996,3,9398751,63.3,59.7,5.8
Rhode Island,RI,1996,3,787620,65.2,61.5,5.6
South Carolina,SC,1996,3,2838347,66.2,62.4,5.7
South Dakota,SD,1996,3,543662,71.9,69.6,3.2
Tennessee,TN,1996,3,4127631,66.7,63.3,5.1
Texas,TX,1996,3,13991101,69.1,65,5.9
Utah,UT,1996,3,1439632,71.5,69.1,3.4
Vermont,VT,1996,3,451828,71.6,68.5,4.3
Virginia,VA,1996,3,5030574,67.6,64.6,4.5
Washington,WA,1996,3,4170240,68.5,64.1,6.4
West Virginia,WV,1996,3,1436737,55.1,50.9,7.7
Wisconsin,WI,1996,3,3940162,74.1,71.3,3.8
Wyoming,WY,1996,3,361611,70.9,67.5,4.9
Alabama,AL,1996,4,3277958,63.3,59.9,5.4
Alaska,AK,1996,4,419345,73.7,68,7.7
Arizona,AZ,1996,4,3439568,66,62.3,5.6
Arkansas,AR,1996,4,1933295,64.6,61.2,5.2
California,CA,1996,4,23385956,65.6,60.6,7.5
Colorado,CO,1996,4,2953290,73,69.8,4.4
Connecticut,CT,1996,4,2556194,67.8,64.2,5.4
Delaware,DE,1996,4,562781,68.7,65.3,5
D.C.,DC,1996,4,453786,63.5,58,8.7
Florida,FL,1996,4,11519997,61.8,58.5,5.2
Georgia,GA,1996,4,5561826,67.7,64.6,4.6
Hawaii,HI,1996,4,874968,67.9,63.6,6.3
Idaho,ID,1996,4,874010,70,66.2,5.4
Illinois,IL,1996,4,9085918,68.6,64.9,5.4
Indiana,IN,1996,4,4468121,69.6,66.6,4.4
Iowa,IA,1996,4,2188936,73.4,70.8,3.6
Kansas,KS,1996,4,1935898,69.8,66.8,4.3
Kentucky,KY,1996,4,2980783,62.4,59,5.3
Louisiana,LA,1996,4,3213618,61.6,57.4,6.8
Maine,ME,1996,4,961239,68,64.4,5.4
Maryland,MD,1996,4,3850675,70.9,67.2,5.1
Massachusetts,MA,1996,4,4772245,67.6,64.5,4.6
Michigan,MI,1996,4,7345182,66.1,62.8,5
Minnesota,MN,1996,4,3529064,75,71.9,4.1
Mississippi,MS,1996,4,2020744,62.5,58.6,6.2
Missouri,MO,1996,4,4081198,71,67.6,4.8
Montana,MT,1996,4,665436,67.5,63.8,5.5
Nebraska,NE,1996,4,1243525,73.4,71.4,2.8
Nevada,NV,1996,4,1272347,69.1,65.5,5.2
New Hampshire,NH,1996,4,891275,71.4,68.6,3.9
New Jersey,NJ,1996,4,6234546,67,62.7,6.3
New Mexico,NM,1996,4,1276130,63.5,58.8,7.3
New York,NY,1996,4,14221147,61.4,57.5,6.4
North Carolina,NC,1996,4,5695018,68,65,4.5
North Dakota,ND,1996,4,482471,71.7,69.6,3
Ohio,OH,1996,4,8513633,66.1,62.8,5
Oklahoma,OK,1996,4,2475348,63.6,60.9,4.1
Oregon,OR,1996,4,2489558,68.9,65,5.6
Pennsylvania,PA,1996,4,9402361,63.4,59.8,5.7
Rhode Island,RI,1996,4,788108,65.2,61.6,5.6
South Carolina,SC,1996,4,2841325,66.3,62.5,5.8
South Dakota,SD,1996,4,543751,71.9,69.6,3.2
Tennessee,TN,1996,4,4134226,66.7,63.3,5.1
Texas,TX,1996,4,14012703,69,65,5.8
Utah,UT,1996,4,1444080,71.5,69,3.4
Vermont,VT,1996,4,451852,71.6,68.5,4.3
Virginia,VA,1996,4,5036701,67.6,64.6,4.4
Washington,WA,1996,4,4175483,68.7,64.3,6.3
West Virginia,WV,1996,4,1436613,55.2,51,7.6
Wisconsin,WI,1996,4,3944617,74.2,71.4,3.7
Wyoming,WY,1996,4,361632,70.9,67.4,4.9
Alabama,AL,1996,5,3280760,63.3,60,5.3
Alaska,AK,1996,5,420336,73.6,68,7.6
Arizona,AZ,1996,5,3448352,66.1,62.3,5.6
Arkansas,AR,1996,5,1935707,64.5,61.1,5.3
California,CA,1996,5,23400048,65.7,60.8,7.4
Colorado,CO,1996,5,2959268,72.9,69.7,4.4
Connecticut,CT,1996,5,2556657,67.9,64.3,5.4
Delaware,DE,1996,5,563857,68.7,65.2,5
D.C.,DC,1996,5,453152,63.2,57.7,8.7
Florida,FL,1996,5,11539352,61.8,58.6,5.2
Georgia,GA,1996,5,5572837,67.9,64.8,4.6
Hawaii,HI,1996,5,875099,68,63.7,6.3
Idaho,ID,1996,5,876010,70,66.3,5.3
Illinois,IL,1996,5,9091167,68.7,64.9,5.4
Indiana,IN,1996,5,4472689,69.6,66.6,4.3
Iowa,IA,1996,5,2190264,73.5,70.9,3.6
Kansas,KS,1996,5,1936910,69.9,66.8,4.3
Kentucky,KY,1996,5,2982833,62.4,59.1,5.3
Louisiana,LA,1996,5,3215640,61.7,57.6,6.7
Maine,ME,1996,5,961216,68.2,64.6,5.3
Maryland,MD,1996,5,3854500,71,67.4,5.1
Massachusetts,MA,1996,5,4775235,67.7,64.6,4.5
Michigan,MI,1996,5,7351882,66.2,62.9,5
Minnesota,MN,1996,5,3533750,75,71.9,4.1
Mississippi,MS,1996,5,2021846,62.5,58.7,6.1
Missouri,MO,1996,5,4084780,71.2,67.7,4.9
Montana,MT,1996,5,666403,67.4,63.8,5.4
Nebraska,NE,1996,5,1244769,73.4,71.4,2.8
Nevada,NV,1996,5,1277272,69.2,65.6,5.1
New Hampshire,NH,1996,5,892371,71.4,68.6,3.9
New Jersey,NJ,1996,5,6238724,67.1,63,6.2
New Mexico,NM,1996,5,1278342,63.5,58.8,7.3
New York,NY,1996,5,14225228,61.6,57.7,6.3
North Carolina,NC,1996,5,5704505,68.2,65.2,4.4
North Dakota,ND,1996,5,482543,71.8,69.7,2.9
Ohio,OH,1996,5,8517562,66.2,62.9,5
Oklahoma,OK,1996,5,2477537,63.7,61.1,4
Oregon,OR,1996,5,2493828,68.9,65,5.7
Pennsylvania,PA,1996,5,9404971,63.5,60,5.5
Rhode Island,RI,1996,5,788596,65.3,61.7,5.5
South Carolina,SC,1996,5,2844303,66.4,62.5,5.8
South Dakota,SD,1996,5,544840,71.8,69.5,3.2
Tennessee,TN,1996,5,4139821,66.7,63.4,5
Texas,TX,1996,5,14033304,69.1,65.1,5.7
Utah,UT,1996,5,1447528,71.5,69,3.4
Vermont,VT,1996,5,452876,71.5,68.4,4.3
Virginia,VA,1996,5,5042829,67.7,64.7,4.4
Washington,WA,1996,5,4181727,68.8,64.5,6.3
West Virginia,WV,1996,5,1437490,55.2,51.1,7.4
Wisconsin,WI,1996,5,3949073,74.2,71.5,3.7
Wyoming,WY,1996,5,362654,70.7,67.2,4.9
Alabama,AL,1996,6,3283563,63.4,60.1,5.2
Alaska,AK,1996,6,420327,73.7,68.2,7.6
Arizona,AZ,1996,6,3458136,66.1,62.3,5.7
Arkansas,AR,1996,6,1937118,64.5,61.1,5.3
California,CA,1996,6,23416139,65.7,61,7.3
Colorado,CO,1996,6,2966245,72.7,69.5,4.4
Connecticut,CT,1996,6,2558120,68,64.3,5.4
Delaware,DE,1996,6,564933,68.6,65.2,5
D.C.,DC,1996,6,453517,62.9,57.5,8.7
Florida,FL,1996,6,11560707,61.9,58.7,5.2
Georgia,GA,1996,6,5583848,68.2,65,4.6
Hawaii,HI,1996,6,876230,67.9,63.7,6.2
Idaho,ID,1996,6,878010,70,66.3,5.3
Illinois,IL,1996,6,9097415,68.7,65,5.4
Indiana,IN,1996,6,4477256,69.5,66.6,4.2
Iowa,IA,1996,6,2191592,73.5,70.9,3.5
Kansas,KS,1996,6,1938922,69.9,66.9,4.3
Kentucky,KY,1996,6,2985883,62.5,59.3,5.2
Louisiana,LA,1996,6,3217661,61.8,57.7,6.6
Maine,ME,1996,6,962193,68.3,64.7,5.3
Maryland,MD,1996,6,3858324,71,67.5,5
Massachusetts,MA,1996,6,4778225,67.8,64.8,4.4
Michigan,MI,1996,6,7359582,66.3,63,5
Minnesota,MN,1996,6,3538435,75,72,4.1
Mississippi,MS,1996,6,2023947,62.5,58.7,6
Missouri,MO,1996,6,4089361,71.3,67.8,4.8
Montana,MT,1996,6,667369,67.4,63.8,5.4
Nebraska,NE,1996,6,1246013,73.4,71.3,2.8
Nevada,NV,1996,6,1283198,69.3,65.7,5.1
New Hampshire,NH,1996,6,894466,71.3,68.6,3.9
New Jersey,NJ,1996,6,6242902,67.3,63.2,6.1
New Mexico,NM,1996,6,1281554,63.4,58.8,7.3
New York,NY,1996,6,14230309,61.7,57.8,6.3
North Carolina,NC,1996,6,5714993,68.3,65.3,4.3
North Dakota,ND,1996,6,483615,71.8,69.7,2.9
Ohio,OH,1996,6,8521491,66.3,63,5
Oklahoma,OK,1996,6,2480726,63.7,61.2,3.9
Oregon,OR,1996,6,2499099,68.9,65,5.7
Pennsylvania,PA,1996,6,9408581,63.5,60.1,5.4
Rhode Island,RI,1996,6,789084,65.3,61.8,5.4
South Carolina,SC,1996,6,2847281,66.5,62.6,5.9
South Dakota,SD,1996,6,544929,71.8,69.5,3.2
Tennessee,TN,1996,6,4146416,66.7,63.4,4.9
Texas,TX,1996,6,14054906,69.1,65.2,5.6
Utah,UT,1996,6,1451977,71.4,69,3.4
Vermont,VT,1996,6,452901,71.5,68.4,4.3
Virginia,VA,1996,6,5048956,67.7,64.7,4.4
Washington,WA,1996,6,4187970,68.9,64.7,6.2
West Virginia,WV,1996,6,1437366,55.3,51.2,7.3
Wisconsin,WI,1996,6,3952528,74.3,71.6,3.6
Wyoming,WY,1996,6,362675,70.6,67.1,5
Alabama,AL,1996,7,3286365,63.4,60.2,5.1
Alaska,AK,1996,7,421319,73.6,68.1,7.5
Arizona,AZ,1996,7,3467919,66.1,62.4,5.7
Arkansas,AR,1996,7,1939530,64.5,61.1,5.3
California,CA,1996,7,23432231,65.8,61.1,7.2
Colorado,CO,1996,7,2972223,72.5,69.4,4.4
Connecticut,CT,1996,7,2558583,68.1,64.4,5.4
Delaware,DE,1996,7,566009,68.6,65.1,5.1
D.C.,DC,1996,7,452883,62.9,57.5,8.6
Florida,FL,1996,7,11581062,62,58.8,5.1
Georgia,GA,1996,7,5595859,68.3,65.2,4.6
Hawaii,HI,1996,7,877362,67.9,63.7,6.2
Idaho,ID,1996,7,880010,70.1,66.4,5.2
Illinois,IL,1996,7,9102664,68.8,65.1,5.3
Indiana,IN,1996,7,4480824,69.5,66.7,4.1
Iowa,IA,1996,7,2192920,73.6,71,3.5
Kansas,KS,1996,7,1940933,70,67,4.3
Kentucky,KY,1996,7,2988933,62.6,59.4,5.2
Louisiana,LA,1996,7,3220682,61.9,57.9,6.6
Maine,ME,1996,7,963170,68.4,64.9,5.2
Maryland,MD,1996,7,3861149,71.1,67.6,5
Massachusetts,MA,1996,7,4781215,67.9,64.9,4.3
Michigan,MI,1996,7,7366281,66.4,63.1,4.9
Minnesota,MN,1996,7,3543120,75,72,4
Mississippi,MS,1996,7,2026049,62.5,58.8,5.9
Missouri,MO,1996,7,4092943,71.3,67.9,4.8
Montana,MT,1996,7,668335,67.3,63.8,5.3
Nebraska,NE,1996,7,1247257,73.4,71.3,2.7
Nevada,NV,1996,7,1288123,69.4,65.9,5.1
New Hampshire,NH,1996,7,895562,71.4,68.6,3.9
New Jersey,NJ,1996,7,6248081,67.4,63.4,6
New Mexico,NM,1996,7,1283767,63.4,58.8,7.3
New York,NY,1996,7,14234390,61.8,58,6.2
North Carolina,NC,1996,7,5725480,68.4,65.5,4.2
North Dakota,ND,1996,7,483687,71.9,69.8,2.9
Ohio,OH,1996,7,8525421,66.3,63.1,4.9
Oklahoma,OK,1996,7,2482914,63.8,61.3,3.9
Oregon,OR,1996,7,2503369,68.8,64.9,5.7
Pennsylvania,PA,1996,7,9412191,63.6,60.2,5.3
Rhode Island,RI,1996,7,789573,65.4,61.9,5.3
South Carolina,SC,1996,7,2850259,66.6,62.7,5.9
South Dakota,SD,1996,7,546018,71.7,69.4,3.1
Tennessee,TN,1996,7,4153011,66.7,63.4,4.9
Texas,TX,1996,7,14077507,69.1,65.2,5.5
Utah,UT,1996,7,1455425,71.5,69.1,3.3
Vermont,VT,1996,7,453925,71.4,68.3,4.3
Virginia,VA,1996,7,5055084,67.8,64.8,4.4
Washington,WA,1996,7,4194213,69,64.8,6.1
West Virginia,WV,1996,7,1438243,55.3,51.3,7.3
Wisconsin,WI,1996,7,3956984,74.3,71.7,3.5
Wyoming,WY,1996,7,363697,70.4,66.9,5
Alabama,AL,1996,8,3289167,63.5,60.4,5
Alaska,AK,1996,8,421310,73.7,68.2,7.5
Arizona,AZ,1996,8,3478703,66.1,62.3,5.7
Arkansas,AR,1996,8,1941942,64.4,61,5.3
California,CA,1996,8,23469322,65.9,61.2,7
Colorado,CO,1996,8,2979200,72.3,69.2,4.3
Connecticut,CT,1996,8,2560046,68.2,64.4,5.5
Delaware,DE,1996,8,566085,68.7,65.1,5.2
D.C.,DC,1996,8,453248,62.9,57.6,8.4
Florida,FL,1996,8,11603417,62.1,58.9,5.1
Georgia,GA,1996,8,5607870,68.5,65.3,4.6
Hawaii,HI,1996,8,878493,67.9,63.7,6.2
Idaho,ID,1996,8,882010,70.2,66.5,5.2
Illinois,IL,1996,8,9108913,68.8,65.2,5.3
Indiana,IN,1996,8,4484391,69.4,66.7,3.9
Iowa,IA,1996,8,2194248,73.5,71,3.5
Kansas,KS,1996,8,1941945,70.1,67.1,4.3
Kentucky,KY,1996,8,2989983,62.8,59.5,5.3
Louisiana,LA,1996,8,3222704,62,58,6.5
Maine,ME,1996,8,964147,68.4,65,5.1
Maryland,MD,1996,8,3863974,71.2,67.7,4.9
Massachusetts,MA,1996,8,4785205,67.9,65,4.3
Michigan,MI,1996,8,7369981,66.5,63.3,4.9
Minnesota,MN,1996,8,3547805,75,72,4
Mississippi,MS,1996,8,2028151,62.4,58.8,5.8
Missouri,MO,1996,8,4096524,71.3,67.9,4.8
Montana,MT,1996,8,668302,67.4,63.9,5.2
Nebraska,NE,1996,8,1248501,73.3,71.3,2.7
Nevada,NV,1996,8,1294049,69.4,66,5
New Hampshire,NH,1996,8,896658,71.3,68.6,3.9
New Jersey,NJ,1996,8,6253259,67.6,63.5,6
New Mexico,NM,1996,8,1284979,63.4,58.8,7.3
New York,NY,1996,8,14241471,61.9,58.1,6.1
North Carolina,NC,1996,8,5734967,68.4,65.6,4.2
North Dakota,ND,1996,8,483759,72,70,2.8
Ohio,OH,1996,8,8528350,66.4,63.1,4.9
Oklahoma,OK,1996,8,2486103,63.8,61.4,3.9
Oregon,OR,1996,8,2507640,68.8,64.9,5.7
Pennsylvania,PA,1996,8,9413801,63.7,60.4,5.2
Rhode Island,RI,1996,8,790061,65.4,62,5.3
South Carolina,SC,1996,8,2855237,66.6,62.7,5.9
South Dakota,SD,1996,8,546107,71.7,69.5,3.1
Tennessee,TN,1996,8,4159606,66.7,63.4,5
Texas,TX,1996,8,14103108,69.1,65.3,5.5
Utah,UT,1996,8,1458874,71.5,69.1,3.3
Vermont,VT,1996,8,453950,71.4,68.3,4.3
Virginia,VA,1996,8,5061212,67.8,64.8,4.4
Washington,WA,1996,8,4201456,69,64.9,5.9
West Virginia,WV,1996,8,1438119,55.4,51.4,7.2
Wisconsin,WI,1996,8,3960439,74.3,71.7,3.5
Wyoming,WY,1996,8,363718,70.3,66.8,5
Alabama,AL,1996,9,3290969,63.7,60.5,5
Alaska,AK,1996,9,421302,73.8,68.2,7.5
Arizona,AZ,1996,9,3489487,66,62.3,5.6
Arkansas,AR,1996,9,1944354,64.3,60.9,5.3
California,CA,1996,9,23508414,65.9,61.3,7
Colorado,CO,1996,9,2986178,72.1,69.1,4.2
Connecticut,CT,1996,9,2561509,68.3,64.5,5.6
Delaware,DE,1996,9,567161,68.7,65.1,5.3
D.C.,DC,1996,9,452614,63.1,57.9,8.2
Florida,FL,1996,9,11626773,62.1,59,5
Georgia,GA,1996,9,5620881,68.6,65.4,4.7
Hawaii,HI,1996,9,879624,67.9,63.7,6.2
Idaho,ID,1996,9,884010,70.3,66.7,5.2
Illinois,IL,1996,9,9116162,68.8,65.2,5.2
Indiana,IN,1996,9,4487958,69.3,66.7,3.8
Iowa,IA,1996,9,2195576,73.5,70.9,3.5
Kansas,KS,1996,9,1943957,70.2,67.2,4.3
Kentucky,KY,1996,9,2992032,63,59.6,5.4
Louisiana,LA,1996,9,3225725,62.1,58.1,6.5
Maine,ME,1996,9,965123,68.4,65,5
Maryland,MD,1996,9,3867798,71.2,67.7,4.9
Massachusetts,MA,1996,9,4789195,68,65.1,4.2
Michigan,MI,1996,9,7375681,66.5,63.3,4.8
Minnesota,MN,1996,9,3551490,75,72,3.9
Mississippi,MS,1996,9,2030253,62.4,58.8,5.8
Missouri,MO,1996,9,4101106,71.3,67.9,4.8
Montana,MT,1996,9,669268,67.3,63.8,5.1
Nebraska,NE,1996,9,1249744,73.3,71.3,2.7
Nevada,NV,1996,9,1299975,69.5,66.1,4.9
New Hampshire,NH,1996,9,897754,71.3,68.6,3.8
New Jersey,NJ,1996,9,6259437,67.7,63.7,6
New Mexico,NM,1996,9,1287191,63.4,58.8,7.2
New York,NY,1996,9,14248551,62,58.2,6.1
North Carolina,NC,1996,9,5745454,68.5,65.7,4.1
North Dakota,ND,1996,9,484831,72,69.9,2.8
Ohio,OH,1996,9,8532280,66.4,63.1,4.9
Oklahoma,OK,1996,9,2488292,63.9,61.4,3.9
Oregon,OR,1996,9,2511910,68.8,64.8,5.8
Pennsylvania,PA,1996,9,9416411,63.7,60.5,5.2
Rhode Island,RI,1996,9,790549,65.5,62.1,5.3
South Carolina,SC,1996,9,2860215,66.6,62.7,5.9
South Dakota,SD,1996,9,547195,71.6,69.4,3.1
