"","state.name","date","pollster","grade","samplesize","population","clinton","trump","poll_id","question_id","state"
"4279","Arizona","8/24/16","Arizona State University","C+",704,"lv",39.9,36.8,45407,71364,"AZ"
"4280","Wyoming","10/29/16","SurveyMonkey","C-",221,"lv",21,62,48071,75200,"WY"
"4281","District of Columbia","10/29/16","SurveyMonkey","C-",341,"lv",88,4,48028,75157,"DC"
"4282","District of Columbia","10/30/16","SurveyMonkey","C-",303,"lv",87,5,48136,75405,"DC"
"4283","Arkansas","10/17/16","Google Consumer Surveys","B",238,"lv",27.32,44.58,47105,73738,"AR"
"4284","Florida","8/20/16","Florida Atlantic University","C+",1200,"lv",41,43,44930,68948,"FL"
"4285","Delaware","7/22/16","Fairleigh Dickinson University (PublicMind)","A",715,"rv",42,32,44696,68294,"DE"
"4286","Nevada","8/16/16","Suffolk University","B+",500,"rv",43.8,41.6,44888,68829,"NV"
"4287","Delaware","10/29/16","SurveyMonkey","C-",413,"lv",50,38,48029,75158,"DE"
"4288","Hawaii","10/30/16","SurveyMonkey","C-",424,"lv",52,31,48140,75409,"HI"
"4289","New Mexico","10/24/16","Zia Poll","",1899,"lv",45,40,47612,74511,"NM"
"4290","Maryland","10/22/16","Google Consumer Surveys","B",411,"lv",48.15,26,47376,74413,"MD"
"4291","South Dakota","10/31/16","SurveyMonkey","C-",393,"lv",31,52,48310,75677,"SD"
"4292","Rhode Island","10/30/16","SurveyMonkey","C-",391,"lv",48,38,48168,75437,"RI"
"4293","Delaware","10/28/16","SurveyMonkey","C-",458,"lv",50,38,47891,74947,"DE"
"4294","Nevada","10/24/16","SurveyMonkey","C-",1104,"lv",43,44,47684,74660,"NV"
"4295","South Dakota","10/17/16","Google Consumer Surveys","B",101,"lv",28.25,44.01,47144,73777,"SD"
"4296","Colorado","8/12/16","Quinnipiac University","A-",830,"lv",41,33,44882,68820,"CO"
"4297","Alaska","10/31/16","SurveyMonkey","C-",334,"lv",35,46,48270,75637,"AK"
"4298","Idaho","10/17/16","Google Consumer Surveys","B",182,"lv",26.63,38.39,47116,73749,"ID"
"4299","Wyoming","10/17/16","Google Consumer Surveys","B",76,"lv",27.37,46.11,47153,73786,"WY"
"4300","Delaware","10/22/16","SurveyMonkey","C-",581,"lv",53,34,47564,74454,"DE"
"4301","North Dakota","10/22/16","SurveyMonkey","C-",372,"lv",31,52,47590,74480,"ND"
"4302","Wyoming","10/27/16","SurveyMonkey","C-",251,"lv",23,62,47844,74867,"WY"
"4303","Maryland","10/24/16","SurveyMonkey","C-",923,"lv",62,27,47676,74652,"MD"
"4304","New Mexico","10/12/16","SurveyMonkey","C-",889,"lv",41,33,47024,73539,"NM"
"4305","West Virginia","10/17/16","Google Consumer Surveys","B",111,"lv",26.82,45.26,47152,73785,"WV"
"4306","West Virginia","10/31/16","SurveyMonkey","C-",386,"lv",27,57,48317,75684,"WV"
"4307","Maine","11/1/16","SurveyMonkey","C-",635,"lv",47,39,48433,75903,"ME"
"4308","New Hampshire","10/31/16","SurveyMonkey","C-",672,"lv",47,37,48298,75665,"NH"
"4309","North Dakota","10/30/16","SurveyMonkey","C-",260,"lv",31,55,48163,75432,"ND"
"4310","Georgia","9/14/16","Opinion Savvy/InsiderAdvantage","C-",568,"lv",42,46.3,45811,71529,"GA"
"4311","New Mexico","10/31/16","SurveyMonkey","C-",794,"lv",41,36,48300,75667,"NM"
"4312","Iowa","8/12/16","Quinnipiac University","A-",846,"lv",41,39,44883,68821,"IA"
"4313","Vermont","10/30/16","SurveyMonkey","C-",424,"lv",55,24,48174,75443,"VT"
"4314","Virginia","9/15/16","Roanoke College","C+",841,"lv",44,37,45936,71808,"VA"
"4315","Massachusetts","10/22/16","Google Consumer Surveys","B",410,"lv",50.28,24.09,47375,74412,"MA"
"4316","Virginia","8/12/16","Quinnipiac University","A-",808,"lv",45,34,44884,68822,"VA"
"4317","New Hampshire","10/12/16","SurveyMonkey","C-",569,"lv",47,36,47023,73538,"NH"
"4318","Mississippi","10/31/16","SurveyMonkey","C-",673,"lv",40,49,48293,75660,"MS"
"4319","Rhode Island","10/29/16","SurveyMonkey","C-",408,"lv",49,36,48060,75189,"RI"
"4320","Maine","10/24/16","SurveyMonkey","C-",412,"lv",51,36,47675,74651,"ME"
"4321","District of Columbia","10/28/16","SurveyMonkey","C-",332,"lv",88,4,47890,74946,"DC"
"4322","Kentucky","7/31/16","Harper Polling","B-",500,"rv",36,49,44767,68497,"KY"
"4323","Arkansas","11/1/16","SurveyMonkey","C-",781,"lv",34,55,48417,75887,"AR"
"4324","Colorado","10/22/16","Google Consumer Surveys","B",611,"lv",40.48,26.21,47361,74398,"CO"
"4325","South Carolina","10/24/16","SurveyMonkey","C-",2115,"lv",43,46,47696,74672,"SC"
"4326","Hawaii","10/29/16","SurveyMonkey","C-",428,"lv",51,30,48032,75161,"HI"
"4327","Georgia","7/30/16","SurveyUSA","A",628,"lv",42,46,44740,68406,"GA"
"4328","Montana","10/30/16","SurveyMonkey","C-",376,"lv",34,51,48155,75424,"MT"
"4329","Arkansas","10/24/16","SurveyMonkey","C-",524,"lv",36,52,47659,74635,"AR"
"4330","Idaho","10/31/16","SurveyMonkey","C-",498,"lv",30,49,48281,75648,"ID"
"4331","Nevada","10/17/16","Google Consumer Surveys","B",259,"lv",36.7,35.81,47136,73769,"NV"
"4332","Pennsylvania","8/31/16","YouGov","B",1091,"lv",45,37,45321,69702,"PA"
"4333","Georgia","8/2/16","Time/Abt SRBI","A-",847,"rv",41,38,44773,68527,"GA"
"4334","Rhode Island","10/22/16","SurveyMonkey","C-",540,"lv",49,37,47595,74485,"RI"
"4335","Arizona","7/29/16","Integrated Web Strategy","",679,"lv",41.3,48.8,44707,68311,"AZ"
"4336","Hawaii","10/28/16","SurveyMonkey","C-",467,"lv",51,32,47894,74950,"HI"
"4337","Nebraska","11/1/16","SurveyMonkey","C-",840,"lv",34,52,48441,75911,"NE"
"4338","Georgia","10/22/16","Google Consumer Surveys","B",468,"lv",34.06,40.4,47366,74403,"GA"
"4339","Kansas","10/24/16","Ipsos","A-",341,"lv",37.62,52.76,48380,76260,"KS"
"4340","Montana","10/22/16","SurveyMonkey","C-",549,"lv",35,51,47582,74472,"MT"
"4341","Oklahoma","10/24/16","Ipsos","A-",421,"lv",29.68,60.28,48399,75867,"OK"
"4342","New York","7/15/16","Quinnipiac University","A-",1104,"rv",45,33,44621,68034,"NY"
"4343","Georgia","8/11/16","YouGov","B",988,"lv",41,45,44847,68733,"GA"
"4344","North Dakota","10/17/16","Google Consumer Surveys","B",66,"lv",27.46,37.9,47131,73764,"ND"
"4345","Alaska","10/22/16","SurveyMonkey","C-",462,"lv",31,46,47557,74447,"AK"
"4346","Rhode Island","10/28/16","SurveyMonkey","C-",419,"lv",49,36,47922,74978,"RI"
"4347","Vermont","10/29/16","SurveyMonkey","C-",428,"lv",54,26,48066,75195,"VT"
"4348","Louisiana","10/24/16","Ipsos","A-",445,"lv",35.83,53.2,48382,75850,"LA"
"4349","New Mexico","10/30/16","SurveyMonkey","C-",820,"lv",40,35,48160,75429,"NM"
"4350","Arizona","10/22/16","Google Consumer Surveys","B",591,"lv",39.71,35.6,47359,74396,"AZ"
"4351","North Dakota","10/29/16","SurveyMonkey","C-",254,"lv",32,54,48055,75184,"ND"
"4352","Louisiana","11/1/16","SurveyMonkey","C-",778,"lv",38,52,48432,75902,"LA"
"4353","Illinois","10/17/16","Ipsos","A-",371,"lv",57.33,27.64,47195,73872,"IL"
"4354","North Dakota","10/28/16","SurveyMonkey","C-",279,"lv",31,53,47917,74973,"ND"
"4355","Iowa","10/24/16","Ipsos","A-",386,"lv",45.04,44.16,48379,75847,"IA"
"4356","Minnesota","10/22/16","Google Consumer Surveys","B",596,"lv",36.63,29.88,47379,74416,"MN"
"4357","Nevada","10/24/16","Ipsos","A-",309,"lv",47.22,41.66,48392,75860,"NV"
"4358","Nebraska","10/17/16","Google Consumer Surveys","B",227,"lv",31.74,38.71,47132,73765,"NE"
"4359","West Virginia","10/17/16","Ipsos","A-",145,"lv",36.53,55.79,47754,74737,"WV"
"4360","Delaware","10/27/16","SurveyMonkey","C-",429,"lv",51,38,47802,74825,"DE"
"4361","New Mexico","10/17/16","Google Consumer Surveys","B",249,"lv",40.02,26.18,47135,73768,"NM"
"4362","Montana","10/29/16","SurveyMonkey","C-",385,"lv",34,50,48047,75176,"MT"
"4363","Mississippi","10/30/16","SurveyMonkey","C-",676,"lv",40,48,48153,75422,"MS"
"4364","Ohio","9/2/16","Quinnipiac University","A-",775,"lv",37,41,45433,70745,"OH"
"4365","Oklahoma","10/17/16","Google Consumer Surveys","B",249,"lv",27.45,41.34,47139,73772,"OK"
"4366","Virginia","7/26/16","RABA Research","C+",655,"rv",42,46,44714,68358,"VA"
"4367","New Hampshire","10/30/16","SurveyMonkey","C-",658,"lv",47,37,48158,75427,"NH"
"4368","Pennsylvania","10/10/16","Ipsos","A-",1153,"lv",46.13,41.91,46852,73298,"PA"
"4369","Michigan","10/30/16","Ipsos","A-",350,"lv",44.24,42.29,48233,75534,"MI"
"4370","New Mexico","10/29/16","SurveyMonkey","C-",900,"lv",42,34,48052,75181,"NM"
"4371","Alaska","10/30/16","SurveyMonkey","C-",303,"lv",35,47,48130,75399,"AK"
"4372","Virginia","9/19/16","Christopher Newport University","B-",1003,"lv",39,33,46041,72017,"VA"
"4373","Missouri","10/13/16","Ipsos","A-",321,"lv",37.03,48.14,47207,73884,"MO"
"4374","Kansas","11/1/16","SurveyMonkey","C-",1193,"lv",36,48,48430,75900,"KS"
"4375","Mississippi","10/17/16","Google Consumer Surveys","B",237,"lv",31.1,45.01,47128,73761,"MS"
"4376","Washington","10/22/16","Google Consumer Surveys","B",517,"lv",45.25,28.98,47403,74440,"WA"
"4377","Louisiana","10/17/16","Google Consumer Surveys","B",312,"lv",25.88,51.95,47121,73754,"LA"
"4378","Florida","9/5/16","Public Policy Polling","B+",744,"lv",43,44,45412,70707,"FL"
"4379","South Dakota","10/30/16","SurveyMonkey","C-",345,"lv",29,53,48170,75439,"SD"
"4380","Nevada","11/1/16","SurveyMonkey","C-",1092,"lv",42,43,48442,75912,"NV"
"4381","Virginia","8/3/16","YouGov","B",1181,"lv",49,37,44786,68580,"VA"
"4382","Indiana","10/30/16","Ipsos","A-",291,"lv",36.17,53.24,48225,75526,"IN"
"4383","Maine","10/31/16","SurveyMonkey","C-",590,"lv",48,39,48288,75655,"ME"
"4384","Arizona","8/3/16","YouGov","B",1095,"lv",42,44,44784,68578,"AZ"
"4385","Pennsylvania","7/26/16","Suffolk University","B+",500,"lv",46,37,44704,68303,"PA"
"4386","Alabama","11/1/16","SurveyMonkey","C-",900,"lv",36,54,48414,75884,"AL"
"4387","District of Columbia","10/27/16","SurveyMonkey","C-",314,"lv",87,4,47801,74868,"DC"
"4388","Montana","10/28/16","SurveyMonkey","C-",405,"lv",36,49,47909,74965,"MT"
"4389","Missouri","10/22/16","Google Consumer Surveys","B",602,"lv",34.99,36.54,47380,74417,"MO"
"4390","Vermont","10/28/16","SurveyMonkey","C-",436,"lv",53,25,47928,74984,"VT"
"4391","Maryland","11/1/16","SurveyMonkey","C-",1012,"lv",61,28,48434,75904,"MD"
"4392","Minnesota","11/1/16","SurveyMonkey","C-",1189,"lv",46,38,48437,75907,"MN"
"4393","Indiana","10/22/16","Google Consumer Surveys","B",658,"lv",34.08,33.95,47371,74408,"IN"
"4394","Hawaii","10/22/16","SurveyMonkey","C-",504,"lv",49,33,47567,74457,"HI"
"4395","New Mexico","10/28/16","SurveyMonkey","C-",987,"lv",44,34,47914,74970,"NM"
"4396","Maryland","10/13/16","Ipsos","A-",369,"lv",53.03,28.62,47202,73879,"MD"
"4397","Tennessee","10/13/16","Ipsos","A-",433,"lv",34.69,44.35,47222,73899,"TN"
"4398","Michigan","10/31/16","Mitchell Research & Communications","D",737,"lv",50,43,48010,75085,"MI"
"4399","Virginia","10/22/16","Google Consumer Surveys","B",546,"lv",43.11,31.39,47401,74438,"VA"
"4400","Rhode Island","10/27/16","SurveyMonkey","C-",412,"lv",49,36,47833,74856,"RI"
"4401","Florida","10/4/16","Gravis Marketing","B-",821,"rv",47,45,46545,72777,"FL"
"4402","Vermont","10/22/16","SurveyMonkey","C-",502,"lv",53,24,47601,74491,"VT"
"4403","Washington","10/13/16","Ipsos","A-",488,"lv",46.14,42.36,47226,73903,"WA"
"4404","Oklahoma","11/1/16","SurveyMonkey","C-",1050,"lv",31,57,48450,75920,"OK"
"4405","West Virginia","10/30/16","SurveyMonkey","C-",330,"lv",27,59,48177,75446,"WV"
"4406","Mississippi","10/17/16","Ipsos","A-",161,"lv",33.21,51.84,47734,74717,"MS"
"4407","Massachusetts","11/1/16","SurveyMonkey","C-",1188,"lv",55,29,48435,75905,"MA"
"4408","Hawaii","10/27/16","SurveyMonkey","C-",437,"lv",52,31,47805,74828,"HI"
"4409","Georgia","10/30/16","Ipsos","A-",423,"lv",43.25,48.41,48221,75522,"GA"
"4410","Nebraska","10/17/16","Ipsos","A-",196,"lv",35.45,49.98,47737,74720,"NE"
"4411","North Carolina","10/30/16","Ipsos","A-",348,"lv",46.81,48.61,48244,75545,"NC"
"4412","Nevada","8/3/16","YouGov","B",993,"lv",43,41,44785,68579,"NV"
"4413","Colorado","10/13/16","Ipsos","A-",445,"lv",45.01,41.24,47189,73866,"CO"
"4414","Kentucky","11/1/16","SurveyMonkey","C-",1079,"lv",36,54,48431,75901,"KY"
"4415","Kansas","10/10/16","Ipsos","A-",349,"lv",37.87,50.29,47198,73875,"KS"
"4416","Virginia","10/24/16","SurveyMonkey","C-",2518,"lv",49,39,47702,74678,"VA"
"4417","South Dakota","10/22/16","SurveyMonkey","C-",418,"lv",32,53,47597,74487,"SD"
"4418","Illinois","10/30/16","Ipsos","A-",503,"lv",50.68,39.83,48224,75525,"IL"
"4419","Arkansas","10/31/16","SurveyMonkey","C-",696,"lv",34,55,48272,75639,"AR"
"4420","Montana","10/17/16","Google Consumer Surveys","B",125,"lv",38.19,34.88,47129,73762,"MT"
"4421","Utah","11/1/16","SurveyMonkey","C-",1406,"lv",30,34,48458,75928,"UT"
"4422","Michigan","10/22/16","Google Consumer Surveys","B",596,"lv",38.94,32.42,47378,74415,"MI"
"4423","Idaho","10/30/16","SurveyMonkey","C-",442,"lv",30,49,48141,75410,"ID"
"4424","Georgia","9/21/16","Landmark Communications","B",600,"lv",42.9,46.5,46018,71962,"GA"
"4425","North Dakota","10/27/16","SurveyMonkey","C-",260,"lv",32,55,47828,74851,"ND"
"4426","Nebraska","10/24/16","SurveyMonkey","C-",440,"lv",32,53,47683,74659,"NE"
"4427","Utah","10/24/16","SurveyMonkey","C-",1080,"lv",30,33,47700,74676,"UT"
"4428","Connecticut","11/1/16","SurveyMonkey","C-",1114,"lv",51,37,48420,75890,"CT"
"4429","Wisconsin","10/22/16","Google Consumer Surveys","B",763,"lv",41.78,27.01,47404,74441,"WI"
"4430","Louisiana","10/24/16","SurveyMonkey","C-",418,"lv",37,54,47674,74650,"LA"
"4431","Tennessee","11/1/16","SurveyMonkey","C-",1223,"lv",41,49,48456,75926,"TN"
"4432","Pennsylvania","10/30/16","Ipsos","A-",501,"lv",47.57,44.89,48249,75550,"PA"
"4433","New Hampshire","10/29/16","SurveyMonkey","C-",635,"lv",49,35,48050,75179,"NH"
"4434","New Jersey","11/1/16","SurveyMonkey","C-",1119,"lv",53,37,48444,75914,"NJ"
"4435","Missouri","11/1/16","SurveyMonkey","C-",1059,"lv",41,48,48439,75909,"MO"
"4436","North Carolina","10/22/16","Google Consumer Surveys","B",573,"lv",35.52,39.6,47383,74420,"NC"
"4437","South Dakota","10/3/16","Ipsos","A-",105,"lv",34.02,48.01,46854,73300,"SD"
"4438","Nevada","9/17/16","Rasmussen Reports/Pulse Opinion Research","C+",800,"lv",39,42,45896,71680,"NV"
"4439","Missouri","10/24/16","SurveyMonkey","C-",721,"lv",37,48,47681,74657,"MO"
"4440","Florida","9/28/16","Opinion Savvy/InsiderAdvantage","C-",619,"lv",46.6,46.3,46304,72387,"FL"
"4441","West Virginia","10/22/16","SurveyMonkey","C-",410,"lv",29,60,47604,74494,"WV"
"4442","Colorado","8/30/16","Magellan Strategies","C",500,"lv",41,36,45427,70734,"CO"
"4443","Nevada","10/12/16","SurveyMonkey","C-",884,"lv",40,44,47022,73537,"NV"
"4444","New York","10/30/16","Ipsos","A-",575,"lv",53.13,37.14,48243,75544,"NY"
"4445","Michigan","10/30/16","Mitchell Research & Communications","D",953,"lv",47,41,47870,74916,"MI"
"4446","Michigan","7/14/16","YouGov","B",1201,"lv",42,39,44611,68017,"MI"
"4447","Kansas","10/31/16","SurveyMonkey","C-",1162,"lv",36,49,48285,75652,"KS"
"4448","Massachusetts","10/24/16","SurveyMonkey","C-",780,"lv",60,29,47677,74653,"MA"
"4449","Indiana","10/13/16","Ipsos","A-",354,"lv",38.42,49.04,47196,73873,"IN"
"4450","New York","10/17/16","Ipsos","A-",346,"lv",53.73,30.1,47214,73891,"NY"
"4451","Washington","11/1/16","SurveyMonkey","C-",1205,"lv",52,34,48461,75931,"WA"
"4452","Mississippi","10/29/16","SurveyMonkey","C-",623,"lv",41,47,48045,75174,"MS"
"4453","Vermont","10/27/16","SurveyMonkey","C-",422,"lv",51,25,47839,74862,"VT"
"4454","Virginia","10/30/16","Ipsos","A-",543,"lv",48.05,42.13,48256,75557,"VA"
"4455","South Carolina","11/1/16","SurveyMonkey","C-",1683,"lv",43,46,48454,75924,"SC"
"4456","Louisiana","10/10/16","Ipsos","A-",459,"lv",35.5,51.46,47200,73877,"LA"
"4457","District of Columbia","10/12/16","Google Consumer Surveys","B",62,"lv",58.06,21.25,46963,73452,"DC"
"4458","Illinois","10/24/16","SurveyMonkey","C-",1162,"lv",51,34,47669,74645,"IL"
"4459","Montana","10/27/16","SurveyMonkey","C-",382,"lv",38,48,47820,74843,"MT"
"4460","New Jersey","10/30/16","Ipsos","A-",551,"lv",46.94,37.7,48241,75542,"NJ"
"4461","Alaska","10/28/16","SurveyMonkey","C-",300,"lv",38,46,47884,74940,"AK"
"4462","Virginia","8/26/16","Hampton University","B",801,"lv",43,41,45268,69627,"VA"
"4463","New Jersey","10/24/16","SurveyMonkey","C-",734,"lv",54,34,47686,74662,"NJ"
"4464","Alabama","10/10/16","Ipsos","A-",482,"lv",38.4,52.39,47185,73862,"AL"
"4465","Nebraska","10/31/16","SurveyMonkey","C-",707,"lv",35,51,48296,75663,"NE"
"4466","Oregon","11/1/16","SurveyMonkey","C-",1415,"lv",51,35,48451,75921,"OR"
"4467","South Carolina","10/10/16","Ipsos","A-",304,"lv",43.67,50.89,47220,73897,"SC"
"4468","New Hampshire","9/4/16","Emerson College","B",600,"lv",42,37,45413,70712,"NH"
"4469","Alaska","10/29/16","SurveyMonkey","C-",268,"lv",37,46,48022,75151,"AK"
"4470","West Virginia","10/29/16","SurveyMonkey","C-",318,"lv",29,55,48069,75198,"WV"
"4471","Montana","10/10/16","Ipsos","A-",109,"lv",31.74,50.8,47208,73885,"MT"
"4472","Ohio","10/30/16","Ipsos","A-",545,"lv",46.21,45.98,48246,75547,"OH"
"4473","Texas","10/17/16","Ipsos","A-",405,"lv",39.04,52.23,47223,73900,"TX"
"4474","Minnesota","10/13/16","Ipsos","A-",499,"lv",44.14,32.36,47205,73882,"MN"
"4475","Kansas","10/17/16","Google Consumer Surveys","B",286,"lv",38.59,29.67,47119,73752,"KS"
"4476","Nevada","10/10/16","Ipsos","A-",292,"lv",47.68,43.43,47210,73887,"NV"
"4477","New Hampshire","10/22/16","SurveyMonkey","C-",861,"lv",49,35,47585,74475,"NH"
"4478","New Hampshire","10/28/16","SurveyMonkey","C-",659,"lv",48,35,47912,74968,"NH"
"4479","Nevada","10/31/16","SurveyMonkey","C-",1016,"lv",43,44,48297,75664,"NV"
"4480","Alabama","10/24/16","SurveyMonkey","C-",479,"lv",36,53,47656,74632,"AL"
"4481","Washington","10/24/16","SurveyMonkey","C-",793,"lv",52,34,47703,74679,"WA"
"4482","New Jersey","10/22/16","Google Consumer Surveys","B",813,"lv",43.94,28.62,47387,74424,"NJ"
"4483","Kentucky","10/17/16","Google Consumer Surveys","B",398,"lv",33.15,43.68,47120,73753,"KY"
"4484","Arkansas","10/10/16","Ipsos","A-",283,"lv",34.43,52.7,47187,73864,"AR"
"4485","South Carolina","10/17/16","Google Consumer Surveys","B",387,"lv",29.2,45.11,47143,73776,"SC"
"4486","Iowa","11/1/16","SurveyMonkey","C-",1604,"lv",37,47,48429,75899,"IA"
"4487","Iowa","10/24/16","SurveyMonkey","C-",1177,"lv",41,44,47671,74647,"IA"
"4488","Maine","10/30/16","SurveyMonkey","C-",529,"lv",47,38,48148,75417,"ME"
"4489","Minnesota","10/24/16","SurveyMonkey","C-",694,"lv",47,37,47679,74655,"MN"
"4490","Iowa","10/10/16","Ipsos","A-",363,"lv",45.62,42.61,47197,73874,"IA"
"4491","New Mexico","10/22/16","SurveyMonkey","C-",1175,"lv",42,34,47587,74477,"NM"
"4492","Delaware","10/10/16","Ipsos","A-",121,"lv",47.83,33.89,47191,73868,"DE"
"4493","Texas","10/30/16","Ipsos","A-",688,"lv",39.31,49.09,48253,75554,"TX"
"4494","Oklahoma","10/10/16","Ipsos","A-",381,"lv",36.08,51.27,47217,73894,"OK"
"4495","Ohio","8/26/16","Emerson College","B",800,"lv",42.5,43.4,45046,69100,"OH"
"4496","New Hampshire","10/12/16","Google Consumer Surveys","B",71,"lv",47.86,23.29,46986,73475,"NH"
"4497","Mississippi","10/28/16","SurveyMonkey","C-",648,"lv",41,48,47907,74963,"MS"
"4498","Louisiana","10/31/16","SurveyMonkey","C-",646,"lv",37,52,48287,75654,"LA"
"4499","Indiana","7/20/16","Tarrance Group","B",503,"rv",36,50,44693,68290,"IN"
"4500","New Hampshire","10/10/16","Ipsos","A-",179,"lv",45.11,39.21,47211,73888,"NH"
"4501","Iowa","10/17/16","Google Consumer Surveys","B",424,"lv",34.22,32.63,47115,73748,"IA"
"4502","Connecticut","10/17/16","Google Consumer Surveys","B",344,"lv",40.38,33.37,47109,73742,"CT"
"4503","New Mexico","10/10/16","Ipsos","A-",150,"lv",51.28,35.11,47213,73890,"NM"
"4504","North Dakota","10/12/16","Google Consumer Surveys","B",72,"lv",17.11,41.53,46984,73473,"ND"
"4505","Wisconsin","10/13/16","Ipsos","A-",470,"lv",45.38,41.86,47228,73905,"WI"
"4506","Maine","9/16/16","Maine People's Resource Center","C",835,"lv",37,36.7,45898,71686,"ME"
"4507","Connecticut","10/10/16","Ipsos","A-",437,"lv",52.56,34.83,47190,73867,"CT"
"4508","Mississippi","10/22/16","SurveyMonkey","C-",800,"lv",42,50,47580,74470,"MS"
"4509","Hawaii","10/12/16","Google Consumer Surveys","B",66,"lv",51.35,20.4,46967,73456,"HI"
"4510","West Virginia","10/12/16","Google Consumer Surveys","B",115,"lv",23.1,58.73,47005,73494,"WV"
"4511","New Mexico","10/27/16","SurveyMonkey","C-",892,"lv",45,33,47825,74848,"NM"
"4512","Idaho","10/10/16","Ipsos","A-",171,"lv",35.13,50.7,47194,73871,"ID"
"4513","Minnesota","10/31/16","SurveyMonkey","C-",1055,"lv",47,37,48292,75659,"MN"
"4514","West Virginia","10/28/16","SurveyMonkey","C-",321,"lv",27,58,47931,74987,"WV"
"4515","Delaware","10/12/16","Google Consumer Surveys","B",93,"lv",41.18,28.45,46964,73453,"DE"
"4516","Idaho","10/28/16","SurveyMonkey","C-",447,"lv",31,49,47895,74951,"ID"
"4517","Alaska","10/27/16","SurveyMonkey","C-",294,"lv",39,47,47795,74818,"AK"
"4518","Alabama","10/17/16","Google Consumer Surveys","B",445,"lv",23.68,53.37,47104,73737,"AL"
"4519","South Dakota","10/29/16","SurveyMonkey","C-",281,"lv",27,52,48062,75191,"SD"
"4520","Oregon","10/17/16","Google Consumer Surveys","B",470,"lv",47.73,23.55,47140,73773,"OR"
"4521","Mississippi","10/10/16","Ipsos","A-",171,"lv",37.3,52.08,47206,73883,"MS"
